QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
34050875,56,49666003,49302544,41,150,5,160,10,60
34911849,56,51965760,51602301,42,150,5,160,10,60
35772863,56,54258317,53894858,43,150,5,160,10,60
36633833,56,56558074,56194615,44,150,5,160,10,60
37494901,56,58845585,58482126,45,150,5,160,10,60
38355393,56,61204972,60841513,46,150,5,160,10,60
39215523,56,63605312,63241853,47,150,5,160,10,60
40075362,2,66052297,65688838,48,150,5,160,10,60
40935108,56,68482260,68118801,49,150,5,160,10,60
41794537,2,70981013,70617554,50,150,5,160,10,60
42654026,56,73443632,73080173,51,150,5,160,10,60
43513471,2,75928390,75564931,52,150,5,160,10,60
44373069,56,78383796,78020337,53,150,5,160,10,60
45232513,56,80854691,80491232,54,150,5,160,10,60
46092092,56,83315488,82952029,55,150,5,160,10,60
46951467,56,85800236,85436777,56,150,5,160,10,60
47810889,51,88281078,87917619,57,150,5,160,10,60
48670374,51,90752292,90388833,58,150,5,160,10,60
49530054,56,93190808,92827349,59,150,5,160,10,60
50389475,56,95668149,95304690,60,150,5,160,10,60
0,0,0,0,0,150,6,160,10,60
0,0,77506,15098,1,150,6,160,10,60
1555886,31,633144,500944,2,150,6,160,10,60
3137940,33,1025915,835149,3,150,6,160,10,60
4720188,34,1182783,969252,4,150,6,160,10,60
6302401,30,1365295,1127553,5,150,6,160,10,60
7884527,31,1520338,1279333,6,150,6,160,10,60
9466624,48,1676021,1435016,7,150,6,160,10,60
11048720,28,1828684,1587679,8,150,6,160,10,60
12630786,30,1976602,1735597,9,150,6,160,10,60
14212795,38,2128852,1887847,10,150,6,160,10,60
15794841,31,2265601,2024596,11,150,6,160,10,60
17376589,37,2432289,2191284,12,150,6,160,10,60
18958435,32,2588810,2347805,13,150,6,160,10,60
20540146,32,2769915,2528910,14,150,6,160,10,60
22121900,37,2953507,2712502,15,150,6,160,10,60
23703537,46,3158162,2917157,16,150,6,160,10,60
25285269,42,3343879,3102874,17,150,6,160,10,60
26866919,33,3513090,3272085,18,150,6,160,10,60
28448548,34,3703773,3462768,19,150,6,160,10,60
30030193,52,3896893,3655888,20,150,6,160,10,60
31611767,34,4109992,3868987,21,150,6,160,10,60
33193406,35,4317266,4076261,22,150,6,160,10,60
34775041,43,4523181,4282176,23,150,6,160,10,60
36356321,47,4745529,4504524,24,150,6,160,10,60
37937390,34,4980275,4739270,25,150,6,160,10,60
39518530,33,5230786,4989781,26,150,6,160,10,60
41099666,32,5472382,5231377,27,150,6,160,10,60
42680738,52,5728640,5487635,28,150,6,160,10,60
44261910,31,5971344,5730339,29,150,6,160,10,60
45842976,32,6212006,5971001,30,150,6,160,10,60
47424072,52,6453507,6212502,31,150,6,160,10,60
49005141,38,6708643,6467638,32,150,6,160,10,60
50586236,34,6953363,6712358,33,150,6,160,10,60
52167351,34,7189384,6948379,34,150,6,160,10,60
53748465,47,7434293,7193288,35,150,6,160,10,60
55329536,56,7682947,7441942,36,150,6,160,10,60
56910617,52,7939547,7698542,37,150,6,160,10,60
58491781,35,8173081,7932076,38,150,6,160,10,60
60072896,44,8418872,8177867,39,150,6,160,10,60
61653973,40,8651477,8410472,40,150,6,160,10,60
63234962,56,8890236,8649231,41,150,6,160,10,60
64816001,56,9130392,8889387,42,150,6,160,10,60
66396978,31,9362642,9121637,43,150,6,160,10,60
67977889,36,9605381,9364376,44,150,6,160,10,60
69558615,49,9869503,9628498,45,150,6,160,10,60
71139068,41,10156807,9915802,46,150,6,160,10,60
72718999,46,10491310,10250305,47,150,6,160,10,60
74298085,46,10884296,10643291,48,150,6,160,10,60
75877158,53,11282477,11041472,49,150,6,160,10,60
77456283,56,11675007,11434002,50,150,6,160,10,60
79035228,56,12077602,11836597,51,150,6,160,10,60
80614197,46,12484813,12243808,52,150,6,160,10,60
82193152,34,12926880,12685875,53,150,6,160,10,60
83771554,53,13383078,13142073,54,150,6,160,10,60
85349636,46,13885160,13644155,55,150,6,160,10,60
86927731,32,14379139,14138134,56,150,6,160,10,60
88505643,56,14886124,14645119,57,150,6,160,10,60
90083636,46,15395787,15154782,58,150,6,160,10,60
91661482,36,15937956,15696951,59,150,6,160,10,60
93239055,56,16491380,16250375,60,150,6,160,10,60
